"","date","transect","quadrat","species","cdb","stem_height","num_seed_stems","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20","leaf_21","leaf_22","pistillate_length","pistillate_width","data.book.ID","Notes"
"17","7/1/11","M_4_C",58,"s_acutus","2.38",156,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"18","7/1/11","M_4_C",58,"s_acutus","1.26",167,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"19","7/1/11","M_4_C",58,"s_acutus","2.56",167,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"20","7/1/11","M_4_C",58,"s_acutus","2.05",173,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"21","7/1/11","M_4_C",58,"s_acutus","2.78",173,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"22","7/1/11","M_4_C",58,"s_acutus","1.4",175,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"23","7/1/11","M_4_C",58,"s_acutus","2.44",175,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"24","7/1/11","M_4_C",58,"s_acutus","2.09",178,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"25","7/1/11","M_4_C",58,"s_acutus","2.36",181,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"26","7/1/11","M_4_C",58,"s_acutus","1.88",188,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"27","7/1/11","M_4_C",58,"s_acutus","2.23",188,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"28","7/1/11","M_4_C",58,"s_acutus","1.95",190,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"29","7/1/11","M_4_C",58,"s_acutus","2.64",199,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"30","7/1/11","M_4_C",58,"s_acutus","1.94",200,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"31","7/1/11","M_4_C",58,"s_acutus","2.8",202,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"32","7/1/11","M_4_C",58,"s_acutus","2.36",211,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"33","7/1/11","M_4_C",58,"s_acutus","2.43",211,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"34","7/1/11","M_4_C",33,"t_domingensis","1.91",NA,NA,60,77,84,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"35","7/1/11","M_4_C",33,"t_domingensis","3.04",NA,NA,83,121,132,160,179,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"36","7/1/11","M_4_C",33,"t_domingensis","3.06",NA,NA,164,163,200,222,239,276,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"37","7/1/11","M_4_C",33,"t_latifolia","4.64",215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2,1,"real date was 6/30/11"
"38","7/1/11","M_4_C",33,"t_latifolia","5",312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,1,"real date was 6/30/11"
"39","7/1/11","M_4_C",33,"t_latifolia","4.84",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,1,"real date was 6/30/11"
"40","7/1/11","M_4_C",33,"t_latifolia","6.2",NA,NA,120,226,234,270,318,345,370,362,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"41","7/1/11","M_4_C",27,"t_domingensis","3.5",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3,1,"real date was 6/30/11"
"42","7/1/11","M_4_C",27,"t_domingensis","3.73",264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3,1,"real date was 6/30/11"
"43","7/1/11","M_4_C",27,"t_domingensis","2.78",266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,1,"real date was 6/30/11"
"44","7/1/11","M_4_C",27,"t_domingensis","2.9",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,1,"real date was 6/30/11"
"45","7/1/11","M_4_C",27,"t_domingensis","4.06",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,1,"real date was 6/30/11"
"46","7/1/11","M_4_C",27,"t_latifolia","2.36",223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,1,"real date was 6/30/11"
"47","7/1/11","M_4_C",27,"t_latifolia","2.4",268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,1,"real date was 6/30/11"
"48","7/1/11","M_4_C",27,"t_latifolia","1.73",NA,NA,100,127,164,160,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"49","7/1/11","M_4_C",17,"s_maritimus","0.35",33,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"50","7/1/11","M_4_C",17,"s_maritimus","1",40,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"51","7/1/11","M_4_C",17,"s_maritimus","0.72",51,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"52","7/1/11","M_4_C",17,"s_maritimus","0.74",57,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"53","7/1/11","M_4_C",17,"s_maritimus","1.23",60,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"54","7/1/11","M_4_C",17,"s_maritimus","0.59",62,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"55","7/1/11","M_4_C",17,"s_maritimus","0.92",64,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"56","7/1/11","M_4_C",17,"s_maritimus","0.5",67,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"57","7/1/11","M_4_C",17,"s_maritimus","0.69",69,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"58","7/1/11","M_4_C",17,"s_maritimus","0.81",73,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"59","7/1/11","M_4_C",17,"s_maritimus","1.2",73,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"60","7/1/11","M_4_C",17,"s_maritimus","1.07",73,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"61","7/1/11","M_4_C",17,"s_maritimus","0.97",75,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"62","7/1/11","M_4_C",17,"s_maritimus","0.79",77,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"63","7/1/11","M_4_C",17,"s_maritimus","0.87",81,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"64","7/1/11","M_4_C",17,"s_maritimus","0.71",83,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"65","7/1/11","M_4_C",17,"s_maritimus","1.1",85,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"66","7/1/11","M_4_C",17,"s_maritimus","1.12",86,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"67","7/1/11","M_4_C",17,"s_maritimus","1.4",88,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"68","7/1/11","M_4_C",17,"s_maritimus","1.21",93,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"69","7/1/11","M_4_C",17,"s_maritimus","0.75",98,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"70","7/1/11","M_4_C",13,"s_acutus","1.33",180,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"71","7/1/11","M_4_C",13,"s_acutus","1.18",213,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"72","7/1/11","M_4_C",13,"s_tabernaemontani","1.57",143,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"73","7/1/11","M_4_C",13,"s_tabernaemontani","1.36",151,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"74","7/1/11","M_4_C",13,"s_tabernaemontani","0.44",154,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"75","7/1/11","M_4_C",13,"s_tabernaemontani","2.05",182,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"76","7/1/11","M_4_C",13,"s_tabernaemontani","1.25",185,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"77","7/1/11","M_4_C",13,"s_tabernaemontani","1.44",187,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"78","7/1/11","M_4_C",13,"s_tabernaemontani","1.46",189,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"79","7/1/11","M_4_C",13,"s_tabernaemontani","1.65",195,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"80","7/1/11","M_4_C",13,"s_tabernaemontani","1.25",196,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"81","7/1/11","M_4_C",13,"s_tabernaemontani","1.52",202,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"82","7/1/11","M_4_C",13,"s_tabernaemontani","1.22",205,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"83","7/1/11","M_4_C",13,"s_tabernaemontani","0.78",207,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"84","7/1/11","M_4_C",13,"s_tabernaemontani","1.45",207,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"85","7/1/11","M_4_C",13,"s_tabernaemontani","1.75",207,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"86","7/1/11","M_4_C",13,"s_tabernaemontani","1.05",208,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"87","7/1/11","M_4_C",13,"s_tabernaemontani","1.39",212,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"88","7/1/11","M_4_C",13,"s_tabernaemontani","1.57",212,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"89","7/1/11","M_4_C",13,"s_tabernaemontani","1.63",216,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"90","7/1/11","M_4_C",13,"s_tabernaemontani","1.15",219,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"91","7/1/11","M_4_C",13,"s_tabernaemontani","1.16",230,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"92","7/1/11","M_4_C",13,"s_tabernaemontani","1.41",241,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"93","7/1/11","M_4_C",13,"s_tabernaemontani","1.49",256,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"94","7/1/11","M_4_S",43,"s_acutus","0.7",36,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"95","7/1/11","M_4_S",43,"s_acutus","1.65",72,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"96","7/1/11","M_4_S",43,"s_acutus","1.39",141,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"97","7/1/11","M_4_S",43,"s_acutus","0.72",173,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"98","7/1/11","M_4_S",43,"s_acutus","1.2",213,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"99","7/1/11","M_4_S",43,"s_acutus","1.69",219,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"100","7/1/11","M_4_S",43,"s_acutus","1.3",236,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"101","7/1/11","M_4_S",43,"s_acutus","1.3",240,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"102","7/1/11","M_4_S",43,"s_acutus","1.4",250,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"103","7/1/11","M_4_S",43,"s_acutus","2.4",284,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"104","7/1/11","M_4_S",43,"s_acutus","1.9",290,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"105","7/1/11","M_4_S",43,"s_acutus","2",313,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"106","7/1/11","M_4_S",43,"s_acutus","1.65",324,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"107","7/1/11","M_4_S",43,"s_tabernaemontani","1.4",289,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"108","7/1/11","M_4_S",43,"s_tabernaemontani","1.3",315,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"109","7/1/11","M_4_S",43,"t_domingensis","4.65",347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,2,1,"real date was 6/30/11"
"110","7/1/11","M_4_S",43,"t_domingensis","2.05",NA,NA,65,66,101,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"111","7/1/11","M_4_S",43,"t_domingensis","1.22",NA,NA,62,85,105,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"112","7/1/11","M_4_S",43,"t_domingensis","5.6",NA,NA,282,266,316,347,352,363,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
"113","7/1/11","M_4_S",43,"t_domingensis","8",NA,NA,445,420,454,180,230,260,353,380,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"real date was 6/30/11"
